Epoch,Train Loss,Top-1 Acc,Top-5 Acc
1,5.90315318107605,0.0,0.0
2,1.2239872217178345,0.0,0.0
3,0.0513576976954937,0.0,0.0
4,0.014280803501605988,0.0,0.0
5,0.007830020505934954,0.0,0.0
